Numero de la Orden de Compra;EAN Entidad a Facturar;Nombre Entidad a Facturar;EAN Lugar Entrega Factura;Nombre Lugar Entrega Factura;F. Documento O/C;F. Minima Entrega;F. Maxima Entrega;F. Solicitada de Entrega;EAN del Item;PLU / SKU;Codigo Item Proveedor;Descripcion del Item;EAN Lugar Entrega Items;Nombre Lugar Entrega Items;Cantidad Total;EAN Punto de Venta;Nombre Punto de Venta;Cantidad Pto Vta;Precio Bruto;Precio Neto;% IVA
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;38;7703670900580;SODIMAC - AV EL DORADO;6;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900801;SODIMAC - BOGOTA SUR;2;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900412;SODIMAC - MEDELLIN SAN JUAN;2;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900191;SODIMAC - IBAGUE;9;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900184;SODIMAC - VILLAVICENCIO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900153;SODIMAC - BOGOTA CALIMA NQS;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900566;SODIMAC - MONTERIA EL RECREO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900177;SODIMAC - NEIVA;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901235;SODIMAC - TINTAL;2;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900450;SODIMAC - RIONEGRO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900559;SODIMAC - VALLEDUPAR GUATAPURI;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900528;SODIMAC - BARRANQUILLA CENTRO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900214;SODIMAC - YOPAL;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666193457;3072494;T150501843;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901167;SODIMAC - MOSQUERA;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;42;7703670900580;SODIMAC - AV EL DORADO;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900139;SODIMAC – SOACHA;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900429;SODIMAC - BELLO;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900900;SODIMAC - CUCUTA;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900184;SODIMAC - VILLAVICENCIO;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7707203668268;140948;315;JB 3 PIEZAS POLIPROPILENO;7703670529804;SODIMAC - CEDI FUNZA;;7703670900122;SODIMAC - CAJICA;6;34600;34600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7703670917724;234348;T150500900;;7703670529804;SODIMAC - CEDI FUNZA;24;7703670900580;SODIMAC - AV EL DORADO;6;24900;24900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7703670917724;234348;T150500900;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900689;SODIMAC - BOGOTA CALLE 80;6;24900;24900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7703670917724;234348;T150500900;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;6;24900;24900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7703670917724;234348;T150500900;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900603;SODIMAC - PEREIRA;6;24900;24900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;44;7703670900689;SODIMAC - BOGOTA CALLE 80;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900306;SODIMAC - CALI SUR;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900191;SODIMAC - IBAGUE;8;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900436;SODIMAC - MEDELLIN MOLINOS;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900184;SODIMAC - VILLAVICENCIO;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900177;SODIMAC - NEIVA;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900115;SODIMAC - BOGOTA CEDRITOS;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900122;SODIMAC - CAJICA;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666511138;565031;T200500008;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900528;SODIMAC - BARRANQUILLA CENTRO;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666111505;3072496;T2005CFY02;;7703670529804;SODIMAC - CEDI FUNZA;11;7703670900689;SODIMAC - BOGOTA CALLE 80;6;84900;84900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666111505;3072496;T2005CFY02;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;1;84900;84900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666111505;3072496;T2005CFY02;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900412;SODIMAC - MEDELLIN SAN JUAN;4;84900;84900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666653791;769187;T2005MAZ01;;7703670529804;SODIMAC - CEDI FUNZA;8;7703670900689;SODIMAC - BOGOTA CALLE 80;4;19600;19600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666653791;769187;T2005MAZ01;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900900;SODIMAC - CUCUTA;4;19600;19600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;37;7703670900689;SODIMAC - BOGOTA CALLE 80;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900801;SODIMAC - BOGOTA SUR;11;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900191;SODIMAC - IBAGUE;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900429;SODIMAC - BELLO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900184;SODIMAC - VILLAVICENCIO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900955;SODIMAC - BUCARAMANGA LA ROSITA;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900153;SODIMAC - BOGOTA CALIMA NQS;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900566;SODIMAC - MONTERIA EL RECREO;2;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900115;SODIMAC - BOGOTA CEDRITOS;2;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900528;SODIMAC - BARRANQUILLA CENTRO;1;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666555866;3072495;T150501844;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901167;SODIMAC - MOSQUERA;4;28200;28200;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;40;7703670900689;SODIMAC - BOGOTA CALLE 80;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900405;SODIMAC - MEDELLIN INDUSTRIALES;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900313;SODIMAC - CALI NORTE;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900184;SODIMAC - VILLAVICENCIO;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900115;SODIMAC - BOGOTA CEDRITOS;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900207;SODIMAC - GIRARDOT;8;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666905982;565030;T200500011;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901167;SODIMAC - MOSQUERA;4;40900;40900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;14;7703670900689;SODIMAC - BOGOTA CALLE 80;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900801;SODIMAC - BOGOTA SUR;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900306;SODIMAC - CALI SUR;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900603;SODIMAC - PEREIRA;2;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900436;SODIMAC - MEDELLIN MOLINOS;2;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900153;SODIMAC - BOGOTA CALIMA NQS;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900122;SODIMAC - CAJICA;1;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666423561;3057522;T2010SNA03;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900443;SODIMAC - ENVIGADO;4;378000;378000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;48;7703670900689;SODIMAC - BOGOTA CALLE 80;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900702;SODIMAC - BOGOTA NORTE;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900603;SODIMAC - PEREIRA;8;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900412;SODIMAC - MEDELLIN SAN JUAN;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900108;SODIMAC - SUBA;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900191;SODIMAC - IBAGUE;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900658;SODIMAC - MANIZALES SAN RAFAEL;8;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900450;SODIMAC - RIONEGRO;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900559;SODIMAC - VALLEDUPAR GUATAPURI;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666151952;565028;T200500007;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901167;SODIMAC - MOSQUERA;4;29900;29900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666141090;675854;T2005MGV01;;7703670529804;SODIMAC - CEDI FUNZA;6;7703670900702;SODIMAC - BOGOTA NORTE;6;22500;22500;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666961032;583583;T100510003;;7703670529804;SODIMAC - CEDI FUNZA;4;7703670900306;SODIMAC - CALI SUR;4;84000;84000;;
